S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
29,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,8,5,418,4.6,0,0.65,0.22,33.3,0,0,16.2,0,0,0,18.7,30.9,60.6,285,99.8,10.7,14.3,74.2,6.3,11.1,56.9,1.09,3.7,29.4,0,1.09,1.09,1.09,0,2.61,30.9,30.2,0.65,0.43,0.43,5.43,0,1.09,0,0,0,0,19.3,5.65,5.87,20.4,6.3,1.74,0.22,0.22,18.7,0,1.52,1.52,0.65,1.96,1.52,0,0.22,0,0.22,0,0,0,0,0,0,0,0,3.7,2.39,1.52,1.3,0.87,0.87,1.96,44.4,1.09,18.9,6.52,34.5,3.26,10.7,5,1.74,0,0,1.74,0.43,4.13,1.74,0.22,45.9,1.52,8.04,21.3,17.8,3.04,45.4,1.74,3.26,53.3,1.74,0.22,26.7,93.7,60.7,2.83,0.22,0.65,2.61,1.09,33.5,28.9,86.4,2.61,0.22,0,0,1.74,2.39,0.22,1.09,2.39,0,0,0,6.96,1.96,1.74,52.9
30,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,7,7,630,7,0,0.29,0,0,0,0,24.1,0,0,0,43.7,51.9,84.3,996.9,318,11.9,13,91.2,20.9,23,90.7,10.9,15,72.4,0,0.14,2.86,0.29,0.14,2.86,51.9,51.1,0.71,0.71,0,4.86,0.71,0.14,0,0,0,0,40.3,2.86,8.71,9.29,38.4,2.14,0,0.71,43.7,0.43,1.43,0.86,0.71,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1.86,1.29,1.57,0.29,0,0.57,1.43,40,0.86,8,3,37.5,4.57,3.43,0,1.43,0.57,0,0.86,0.86,2.71,3.43,0.14,58.4,9,33.9,26.9,1.57,0.29,57.9,0.14,0.14,100,0.14,0,39,222.3,120.4,3.14,0.43,0,0,0.29,39.9,39.4,98.9,0,0.14,0,0,0.86,0.29,0,0.14,1.29,0,0,0,9.86,1.43,2,41.7
31,Ola Aina,NGA,DF,Torino,Serie A,26,1996,7,4,340,3.8,0,0.26,0,0,0,0,13.5,0,0,0,42.1,56.8,74.1,804.2,366.1,17.9,20.5,87.2,17.6,21.8,80.7,5.79,11.6,50,0,1.32,3.68,1.58,1.05,5,56.8,45.3,11.6,1.05,0,3.95,1.84,4.47,0,0,0,0,31.8,12.4,12.6,11.8,31.1,2.37,10.5,0,42.1,0.79,1.05,1.32,2.37,2.63,2.11,0,0.53,0,0,0,0.26,0.26,0,0,0,0,0,1.84,1.05,0,1.58,0.26,0.79,1.32,60,0.53,8.95,3.42,38.2,2.63,4.47,1.84,2.11,0.26,0,1.84,1.58,3.42,1.58,0,67.4,3.42,15.3,32.9,25.3,1.84,56.3,2.11,3.95,53.3,2.11,0,41.1,270.8,146.8,6.05,2.11,0.79,1.05,0.79,44.5,39.2,88.2,1.58,0.53,0,0,2.11,2.11,0.26,4.47,1.05,0,0.26,0,8.42,1.32,0.53,71.4
32,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,21,2001,8,6,560,6.2,0,0.65,0.32,50,0,0,14.5,0,0,0,46,54.5,84.3,773.7,289.7,23.5,26.3,89.6,19,21.1,90.1,2.9,4.35,66.7,0,0.97,3.39,1.77,0.65,5.48,54.5,45.6,8.87,0.65,0,6.77,0.32,1.29,0,0,0,0,36.9,11.3,6.29,37.3,5.65,2.26,8.23,0.16,46,0,0.32,1.29,2.58,2.1,1.61,0,0.48,0,0,0,0,0,0,0,0,0,0,2.42,1.29,1.94,0.32,0.16,0.48,0.81,60,0.32,15.6,5.32,34,6.77,6.29,2.58,1.13,0,0,1.13,1.45,3.87,2.1,0,67.3,3.55,19.7,26.1,25.5,2.74,58.4,2.42,4.19,57.7,2.74,0.32,45.6,211.6,145.2,7.42,1.61,0.32,1.13,1.77,47.4,43.1,90.8,3.71,0.16,0,0,1.29,0.97,0,1.29,1.29,0,0.16,0.16,6.94,1.45,1.77,45
33,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,21,2000,7,6,498,5.5,0,0.55,0.18,33.3,0,0,14.7,0,0,0,39.6,49.3,80.4,744.7,248.9,14.5,15.5,94.1,20.2,23.5,86,4.18,8.73,47.9,0,0.55,2.91,0.73,0,3.09,49.3,42.4,6.91,2,0,4.91,0.91,0.18,0,0,0,0,34.7,4.55,10,5.09,38.9,1.09,3.82,0,39.6,0.18,0.91,0.73,1.27,1.09,1.09,0,0,0,0,0,0,0,0,0,0,0,0,3.64,2,2.18,1.45,0,1.27,2,63.6,0.73,13.6,3.64,26.7,5.45,6.73,1.45,1.64,1.09,0,0.55,1.64,5.27,3.45,0,59.6,7.64,30.9,28.2,4.55,0.55,53.1,0.55,0.91,60,0.55,0.18,36.7,209.3,112.5,2.91,0.91,0,0.36,0.18,36.2,34.5,95.5,0.18,0.36,0,0,1.82,0.73,0,0.18,2,0,0,0,7.82,1.27,1.09,53.8
34,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,3,3,240,2.7,0,0.37,0,0,0,0,5,0,0,0,38.9,44.4,87.5,769.6,291.5,15.9,17.4,91.5,18.1,18.9,96.1,4.44,6.67,66.7,0,0,3.33,0,0,2.22,44.4,39.3,5.19,1.11,0,4.07,0.37,0,0,0,0,0,31.5,6.3,6.67,1.11,36.7,2.22,4.07,0,38.9,0,0,0.74,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.37,0,0.37,0.37,0.74,1.48,50,0.74,8.52,2.96,34.8,4.44,2.96,1.11,1.11,0,0,1.11,1.11,1.85,2.96,0,52.6,5.56,25.2,21.5,9.26,1.48,47.4,0.74,0.74,100,0.74,0,34.1,168.5,100.7,1.85,0,0,0.37,0.74,36.3,34.1,93.9,1.85,0,0,0,0.74,1.11,0,0,0.37,0,0,0,6.67,1.48,1.48,50
35,Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,28,1994,7,4,339,3.8,0.26,2.89,0.79,27.3,0,0,15.1,0.26,0.26,0.26,24.7,32.9,75.2,351.1,29.2,14.7,18.4,80,7.37,10,73.7,1.05,1.84,57.1,0,1.58,0.79,0.53,0,0.79,32.9,32.1,0.79,0,0,9.74,0.26,0.26,0,0,0,0,17.1,11.3,4.47,19.2,3.95,3.68,0,1.84,24.7,0,0.26,1.84,0.53,2.11,2.11,0,0,0,0,0,0.26,0.26,0,0,0,0,0,0.26,0,0,0.26,0,0.26,0.26,100,0,7.89,2.37,30,0.26,3.16,4.47,0.53,0,0,0.53,0.26,0.53,0.53,0,41.3,0.53,3.42,21.6,17.9,6.32,40,0,0.53,0,0,0,17.4,73.4,32.4,1.84,1.05,0,1.58,0.26,54.5,35,64.3,8.16,0.26,0,0,1.84,1.58,0.26,0.26,0,0,0,0,2.63,4.74,5.26,47.4
36,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,3,3,270,3,0,1,0,0,0,0,12.7,0,0,0,77.7,81.7,95.1,1504.7,445,29,30,96.7,38,39,97.4,9.33,11.3,82.4,0,0,3,0,0,3.33,81.7,78.7,3,1,0,4,1,0,0,0,0,0,71.7,3,7,18.7,58.7,2.33,2,0,77.7,0,1,0.67,0.33,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,2.67,2,1.33,1.33,0,2.67,2.67,100,0,6.33,3,47.4,4.33,1.33,0.67,1,0,0,1,1.33,4,1.67,0,88.3,7.33,40.7,51,3,1.33,85.7,0.33,0.33,100,0.33,0,65,355.3,223.3,6.33,0.67,0,0,0.33,73,71,97.3,1,0,0,0,0.67,0.67,0,0,2,0,0,0,7.33,1.67,1.33,55.6
37,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,6,5,391,4.3,0,0.7,0,0,0,0,10.6,0,0,0,84,89.8,93.5,1615.3,535.3,28.6,30,95.3,45.6,47.9,95.1,8.14,9.53,85.4,0,0.23,5.35,0,0,2.33,89.8,88.8,0.93,0.93,0,5.12,1.4,0.23,0,0,0,0,77.4,4.42,7.91,63.5,20,3.72,0,0,84,0,0.47,0.7,0.47,0.7,0.47,0,0,0.23,0,0,0,0,0,0,0,0,0,0.93,0.93,0.7,0.23,0,0.47,0.47,100,0,3.72,1.16,31.3,1.4,2.09,0.23,1.4,0.7,0,0.7,0.7,1.63,2.09,0,95.8,8.14,44.9,55.1,3.02,1.4,95.3,0,0,0,0,0,72.6,403.3,239.3,4.19,0,0,0,0,81.2,79.1,97.4,0,0,0,0,0.23,0.7,0,0.23,0.93,0,0,0,9.53,2.79,0.7,80
38,Sergio Akieme,ESP,DF,Almería,La Liga,24,1997,8,8,720,8,0,0.88,0.25,28.6,0,0,24.8,0,0,0,32.9,41.6,79,606.9,251.8,14.9,17.1,86.9,13.4,15.8,84.9,4.13,7.63,54.1,0,0.5,2,1,0.75,2.13,41.6,32.4,9.25,0.88,0,5.5,1.5,2.25,0,0,0,0,21.8,10.1,9.75,29.3,2.13,1.5,8.38,0,32.9,0.5,0.75,1.13,1.13,1,0.88,0,0.13,0,0,0,0.13,0.13,0,0,0,0,0,2.13,1.63,1,1,0.13,0.5,1,50,0.5,8.75,3.63,41.4,3.88,3.88,1,1.75,0,0,1.75,0.63,2.75,2.13,0,51,4,16.4,25.4,12.9,0.88,42,1,1.38,72.7,1,0,30.9,207.3,120.3,5,1.75,0.63,0.63,0.63,30.4,26.9,88.5,1.25,0.25,0,0,0.88,1,0,2.25,1.63,0,0,0,7.63,0.5,1,33.3
39,Maghnes Akliouche,FRA,MFFW,Monaco,Ligue 1,20,2002,3,1,129,1.4,0,0.71,0.71,100,0,0,8.1,0,0,0,30,40,75,416.4,109.3,18.6,21.4,86.7,11.4,15,76.2,0,0.71,0,0,3.57,1.43,1.43,0,5,40,40,0,0,0,5,0,2.14,0,0,0,0,36.4,1.43,2.14,34.3,5.71,0,0,0,30,0.71,0,2.14,2.86,4.29,3.57,0,0,0,0,0.71,0,0,0,0,0,0,0,3.57,2.14,0.71,2.86,0,0.71,1.43,50,0.71,24.3,8.57,35.3,6.43,8.57,9.29,1.43,0,0,1.43,0,3.57,1.43,0,54.3,1.43,9.29,20,28.6,5.71,54.3,1.43,3.57,40,2.86,0.71,35.7,160,81.4,4.29,2.14,0,0.71,2.86,53.6,40.7,76,5,1.43,0,0,1.43,0.71,0,2.14,2.14,0,0,0,5.71,0.71,2.14,25
40,Paul Akouokou,CIV,MF,Betis,La Liga,24,1997,4,1,117,1.3,0,0.77,0.77,100,0,0,23,0,0,0,46.9,49.2,95.3,944.6,176.9,20,20.8,96.3,13.8,13.8,100,13.1,13.8,94.4,0,0,5.38,0.77,0,2.31,49.2,46.9,2.31,2.31,0,4.62,3.08,0,0,0,0,0,41.5,2.31,5.38,6.92,42.3,0,0,0,46.9,0,0,0.77,0.77,0.77,0,0,0,0.77,0,0,0,0,0,0,0,0,0,3.08,2.31,1.54,1.54,0,2.31,3.08,75,0.77,16.2,3.08,19,9.23,6.92,0,1.54,0,0,1.54,1.54,4.62,0.77,0,58.5,4.62,12.3,40,6.92,0,56.2,0,0.77,0,0,0,36.9,96.2,24.6,0.77,0,0,0.77,0,40.8,40,98.1,0,0,0,0,0.77,0.77,0,0,2.31,0,0,0,9.23,0,1.54,0
41,Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,29,1992,2,0,58,0.6,0,1.67,0,0,0,0,21.2,0,0,0,25,28.3,88.2,413.3,115,11.7,11.7,100,11.7,13.3,87.5,1.67,1.67,100,0,1.67,0,1.67,0,1.67,28.3,28.3,0,0,0,3.33,0,1.67,0,0,0,0,21.7,5,1.67,1.67,21.7,3.33,0,0,25,0,0,0,1.67,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,1.67,0,0,0,0,0,0,25,8.33,33.3,5,13.3,6.67,3.33,1.67,0,1.67,1.67,3.33,1.67,0,43.3,3.33,11.7,21.7,13.3,0,43.3,1.67,3.33,50,1.67,0,28.3,165,50,1.67,1.67,0,3.33,1.67,31.7,25,78.9,3.33,3.33,1.67,0,5,0,0,1.67,1.67,0,0,0,10,1.67,1.67,50
42,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,8,5,487,5.4,0,0.19,0,0,0,0,9,0,0,0,34.4,43.1,79.8,713.7,258.3,11.5,13.1,87.3,17.2,18.9,91.2,5.37,10,53.7,0,0.19,3.7,0.37,0,3.52,43.1,41.3,1.85,1.3,0,5,1.11,0,0,0,0,0,31.5,3.15,8.52,5.74,33.1,1.85,0.56,0.19,34.4,0,1.67,0.56,0.74,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1.85,2.04,1.3,0.37,0.93,1.85,50,0.93,14.8,4.44,30,7.59,5.93,1.3,2.96,0.74,0,2.22,1.67,5.37,3.52,0,57.2,5.37,27,30,4.07,0.74,55.7,0.19,0.56,33.3,0.19,0,34.1,152.8,79.1,2.04,0.74,0,0.93,1.48,34.8,33.9,97.3,0.19,0.56,0,0,2.04,1.11,0,0,1.85,0,0,0,9.26,2.41,2.22,52
43,David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,8,7,633,7,0.14,1.29,0.14,11.1,0.11,1,20.1,0.57,0,0,53.4,60.4,88.4,926.1,302.1,27.1,28.1,96.4,20.1,22.1,91,5.29,8.14,64.9,0.43,1.43,4.43,0.57,0.14,3,60.4,55.3,5.14,1.71,0.29,4,1,0.86,0.29,0.29,0,0,48,5.71,6.71,48.9,7,1,3.14,0,53.4,0.29,0.86,0.57,0.86,1.86,1.43,0.29,0,0.14,0,0,0.57,0.43,0,0,0.14,0,0,0.57,0.57,0.29,0.29,0,0.29,0.43,66.7,0.14,7.14,2.14,30,1.57,3.71,1.86,0.86,0.29,0,0.57,1.29,1.86,1.57,0,66.9,5.86,26,30.6,15.3,2,61.1,0.14,0.29,50,0.14,0,46.1,214.7,122.3,4.86,2.14,0.14,0.71,0.43,51.1,49.6,96.9,2.57,0.29,0,0,0.43,0.14,0,0.86,0.57,0,0,0,6.43,0.43,0.57,42.9
44,Tomás Alarcón,CHI,MF,Cádiz,La Liga,23,1999,4,2,223,2.5,0,0.8,0.4,50,0,0,36,0,0,0,30,38,78.9,768.8,176.8,7.2,9.2,78.3,12.8,16,80,9.2,12,76.7,0,0.4,3.2,0.4,0,4,38,34.8,3.2,2.4,0,5.2,4,0.8,0.8,0.4,0.4,0,23.2,3.6,11.2,1.2,32.8,2.4,0,0.4,30,0,0.8,0.4,0.4,0.8,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,1.6,0.8,0.4,0.4,0.8,0.4,0.4,100,0,14.8,4,27,1.6,7.2,6,0.4,0,0,0.4,1.6,3.2,0.8,0,46.4,1.2,11.6,23.2,13.2,0.8,43.2,0.4,0.8,50,0.4,0,26.8,95.2,47.2,2.4,0.4,0,0.4,0.8,31.6,30,94.9,2.4,0.8,0.4,0.4,1.6,1.6,0,0.8,0.8,0,0,0,7.6,1.6,0.8,66.7
45,Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,30,1992,5,2,209,2.3,0,3.04,0.43,14.3,0,0,15.3,0,0,0,13.9,16.5,84.2,200.9,27.8,7.83,10,78.3,5.22,5.65,92.3,0.43,0.43,100,0,0,1.3,0,0,0.43,16.5,13.5,3.04,0,0,3.48,0,0,0,0,0,0,10,4.35,2.17,1.3,10.4,2.61,0,0.43,13.9,0,0,0,0,1.74,1.3,0,0.43,0,0,0,0.43,0.43,0,0,0,0,0,2.17,2.17,1.3,0,0.87,0,0,0,0,15.7,5.22,33.3,1.74,4.78,9.13,0.43,0,0,0.43,0,2.17,2.61,0,30.4,2.61,5.22,12.2,14.8,6.52,27.4,0.87,0.87,100,0.87,0,12.2,47.4,23.5,0.87,0,0.43,3.48,1.3,32.2,17.4,54.1,5.22,0,0,0,2.17,0.43,1.3,0,2.17,0,0,0,4.35,3.91,7.39,34.6
46,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,4,2,206,2.3,0,0.43,0,0,0,0,27.1,0,0,0,87,97.8,88.9,1446.5,391.3,44.8,47.8,93.6,32.2,33.9,94.9,6.96,11.7,59.3,0,0.87,12.2,0.87,0,5.65,97.8,85.7,12.2,4.35,0,3.91,0.87,2.17,0,0,0,0,73,12.6,12.2,75.2,10.4,2.61,7.83,0.43,87,0,0.87,0.87,1.3,1.74,1.3,0.43,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.87,0.43,0,0.43,0.87,50,0.43,6.52,2.61,40,3.91,1.74,0.87,1.74,0,0,1.74,0.43,1.74,1.74,0,104.3,2.61,22.6,65.7,21.3,1.74,92.6,0,0.87,0,0,0,73,284.8,145.2,5.65,1.3,0,0,0.43,77.8,74.3,95.5,1.3,0,0,0,0.43,0.43,0.43,2.17,1.3,0,0,0,12.2,1.3,0.87,60
47,Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,8,3,324,3.6,0.56,1.39,0.83,60,0.4,0.67,17,0,0,0,48.6,60.8,79.9,841.9,267.5,22.5,25,90,18.3,21.9,83.5,5.56,9.72,57.1,0,1.94,3.33,2.5,0,5.83,60.8,52.8,8.06,3.06,0.28,6.94,2.22,2.22,3.89,1.39,1.67,0,43.3,7.22,10.3,3.33,55.6,1.11,0,0,48.6,0,1.39,1.67,1.11,3.06,1.67,1.39,0,0,0,0,0.83,0.83,0,0,0,0,0,1.67,1.11,1.11,0.28,0.28,0.56,3.06,18.2,2.5,16.7,5.28,31.7,6.11,6.94,3.61,0.83,0.28,0,0.56,0.83,2.5,0.28,0,70.8,1.67,13.3,37.2,23.9,2.5,62.8,0.83,1.94,42.9,1.11,0,48.1,236.1,123.6,4.17,2.5,0.56,1.11,0.83,53.9,49.7,92.3,2.5,0.28,0,0,1.39,0.56,0,2.22,1.11,0,0,0,7.22,0.83,0.56,60
48,Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,7,7,630,7,0,0.14,0,0,0,0,30,0,0,0,55.4,61.7,89.8,1327.9,353.4,9.57,10.4,91.8,31.1,32.4,96,13.9,17.7,78.2,0,0,2.29,0.29,0,3.43,61.7,60.1,1.57,1.43,0,4.43,2.29,0,0,0,0,0,49,4.43,8.29,9.71,48.9,1.43,0,0,55.4,0.29,0.86,0.86,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.86,0.86,0.43,0.14,0.86,0.86,100,0,4.57,2.29,50,2.43,1.86,0.29,1.14,0.43,0,0.71,0.86,2.29,5,0,70.6,10.4,39.4,38.1,2.14,0.29,69.3,0,0.14,0,0,0,47.3,398.7,260.7,3.86,0.29,0,0.14,0,51.3,51.3,100,0,0.14,0,0,0.71,1,0,0,0.86,0,0,0,8.71,2.86,1,74.1
49,Marc Albrighton,ENG,MF,Leicester City,Premier League,32,1989,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,50,50,100,610,230,40,40,100,10,10,100,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,0,0,10,10,0,0,0,0,0,0,0,0,0,60,0,20,20,20,0,60,0,0,0,0,0,30,120,10,0,0,0,0,0,50,50,100,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0
50,Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,1991,2,2,138,1.5,0,0,0,0,0,0,0,0,0,0,70,81.3,86.1,1469.3,378.7,25.3,27.3,92.7,28.7,31.3,91.5,12.7,18,70.4,0,2,9.33,1.33,0,10,81.3,78.7,2.67,2,0,12,6,0,0,0,0,0,60,6,15.3,6,71.3,2,0,0,70,0,2,2.67,1.33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.67,1.33,0,0.67,1.33,50,0.67,16,6,37.5,4.67,10.7,0.67,2,0,0,2,1.33,3.33,0.67,0,96.7,2.67,17.3,64.7,18.7,0,94,0.67,1.33,50,0.67,0,72,256.7,96,4.67,0.67,0,0.67,2,75.3,70,92.9,4,0,0,0,1.33,5.33,0,0,2,0,0,0,13.3,2,2,50
51,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,3,1,132,1.5,0,2.67,0,0,0,0,21,0.67,0,0,35.3,41.3,85.5,754,161.3,14,15.3,91.3,14,16.7,84,7.33,8.67,84.6,0,0,6,0.67,0,1.33,41.3,40.7,0.67,0.67,0,4,1.33,0,0,0,0,0,32,1.33,8,4,33.3,3.33,0,0,35.3,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.33,0,2,0,0.67,3.33,20,2.67,22.7,8.67,38.2,7.33,10.7,4.67,0,0,0,0,1.33,3.33,0.67,0,55.3,2.67,14.7,34.7,11.3,2,54,0,0.67,0,0,0,35.3,206.7,107.3,5.33,1.33,0.67,4.67,1.33,34.7,33.3,96.2,0,0.67,0,0,2,2,0,0,1.33,0,0,0,14.7,2,0.67,75
52,Iván Alejo,ESP,MFFW,Cádiz,La Liga,27,1995,7,5,425,4.7,0,1.28,0.21,16.7,0,0,27.9,0,0,0,14.3,24.5,58.3,239.8,53.6,8.3,11.5,72.2,4.47,7.45,60,1.28,4.04,31.6,0,1.06,0.64,0.85,0.85,0.43,24.5,23.4,1.06,0.21,0,3.4,1.06,4.89,0,0,0,0,10.6,5.53,8.3,2.34,17.4,2.34,0.85,0,14.3,0.21,0.43,0.43,2.98,2.13,1.49,0.21,0,0.21,0.21,0,0,0,0,0,0,0,0,3.19,1.91,1.91,1.06,0.21,0.85,3.62,23.5,2.77,26.2,6.38,24.4,8.72,11.3,6.17,1.28,0,0,1.28,1.28,4.47,1.49,0,42.1,2.77,9.36,16.8,20.4,2.13,41.3,0.64,2.34,27.3,0.85,0,27.2,178.1,107.2,4.89,2.13,0.21,2.13,3.4,35.7,26.4,73.8,5.11,0.85,0,0,3.62,3.62,0,4.89,1.91,0,0,0,6.81,1.7,1.91,47.1
53,Doðan Alemdar,TUR,GK,Rennes,Ligue 1,19,2002,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,20,29.2,68.5,659.2,496.4,3.6,3.6,100,7.2,7.2,100,9.2,18.4,50,0,0,0.4,0,0,0,29.2,19.2,10,2.8,0,0.8,0.4,0,0,0,0,0,12.8,0.8,15.6,2.4,24,0,0,1.6,20,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,32,26.4,32,0,0,0,22.4,0,0,0,0,0,12.4,30,12.4,0,0,0,0,0.4,14.8,14.8,100,0,0,0,0,0,0.4,0,0,0,0,0,0,2.8,0,0,0
54,Carles Aleñá,ESP,MF,Getafe,La Liga,24,1998,8,8,595,6.6,0.15,1.52,0.3,20,0.1,0.5,22.4,0,0,0,27.7,35.6,77.9,480.6,105,12,13.8,86.8,12.3,13.8,89,2.58,4.85,53.1,0,0.3,3.33,0.3,0,2.27,35.6,34.8,0.76,0.61,0,7.27,1.21,0.91,0,0,0,0,27.3,2.88,5.45,29.2,4.39,0.91,0.15,0.3,27.7,0.15,0.61,1.21,1.67,1.36,1.06,0,0,0.15,0.15,0,0.15,0.15,0,0,0,0,0,0.76,0.61,0.45,0.3,0,0,1.52,0,1.52,20.8,4.55,21.9,5.61,11.1,4.09,0.76,0,0,0.76,0.76,1.52,0.61,0,45.6,0.61,5.3,28.6,14.2,0.91,45,0.45,0.91,50,0.45,0,33.5,140.5,67,2.73,1.21,0.3,1.06,1.52,37,33.3,90.2,3.94,0.61,0,0,2.58,2.88,0.15,0.91,0.61,0,0,0,7.58,0.91,1.21,42.9
55,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,7,7,570,6.3,0.16,1.75,0.32,18.2,0.09,0.5,23.5,0.16,0,0,67.3,93,72.4,1555.9,700.8,21.4,24.3,88.2,28.9,35.9,80.5,16.5,30.6,53.9,0,2.06,8.25,4.6,1.75,10.5,93,74.8,18.3,1.27,0.32,5.24,6.67,5.4,3.65,1.11,2.22,0.32,47.5,13.8,31.7,14.1,63.7,1.27,13.3,0,67.3,0.63,1.75,3.97,2.06,4.13,2.86,1.11,0,0.16,0,0,0.32,0.32,0,0,0,0,0,1.59,0.63,1.11,0.16,0.32,0.79,1.75,45.5,0.95,9.52,3.97,41.7,3.33,3.65,2.54,1.11,0,0,1.11,1.9,3.49,1.43,0,102.5,3.02,18.7,51.9,35.6,2.06,84.1,0.63,1.27,50,0.79,0,59.4,222.1,117.9,5.87,1.11,0.48,0.48,0.32,69.5,64,92,4.29,0.32,0,0,0.79,0,0.32,5.4,0.63,0,0,0,13,0.63,0.63,50
56,Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,5,5,100,25,0,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,10,0,0,0,0,0,0,0,0,10,0,5,5,5,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,15,10,66.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
57,Ángel Algobia,ESP,MF,Getafe,La Liga,23,1999,3,3,186,2.1,0,0,0,0,0,0,0,0,0,0,34.3,39,87.8,581,111.4,16.7,18.6,89.7,11.9,12.4,96.2,4.29,5.71,75,0,0.95,3.33,0.48,0.48,2.38,39,38.6,0.48,0.48,0,5.24,0.95,0.48,0,0,0,0,31,3.33,4.76,1.9,35.2,0.95,0,0,34.3,0,0,0.48,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,3.81,1.9,1.9,1.43,0.48,0.95,2.86,33.3,1.9,15.7,3.33,21.2,3.81,7.62,4.29,2.38,0.95,0,1.43,0.48,4.29,0.48,0,47.1,0.95,8.57,30,8.57,0,46.7,0,0,0,0,0,29.5,84.8,33.3,1.9,0,0,0.95,0,30.5,27.6,90.6,1.43,0,0,0,2.86,0,0,0.48,1.9,0,0,0,11,1.43,0.95,60
