,S.No,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
100,101,Ronald Araújo,URU,DF,Barcelona,La Liga,23,1999,6,6,510,5.7,0.0,0.53,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,53.5,60.9,87.9,1195.8,328.1,13.9,15.6,88.8,29.3,31.2,93.8,10.0,13.5,74.0,0.0,0.18,6.67,0.18,0.0,4.21,60.9,56.1,4.74,1.93,0.0,4.91,2.98,0.18,0.0,0.0,0.0,0.0,47.2,5.26,8.42,4.74,48.9,2.28,2.63,0.0,53.5,0.35,0.35,0.88,0.18,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.23,0.88,0.88,0.35,0.0,0.35,0.53,66.7,0.18,6.14,2.11,34.3,2.46,3.51,0.18,0.88,0.0,0.0,0.88,1.23,2.46,2.63,0.0,67.4,5.61,25.8,46.1,2.46,1.05,63.0,0.0,0.0,0.0,0.0,0.0,45.8,362.3,269.1,5.61,0.0,0.0,0.53,0.35,50.9,49.5,97.2,0.35,0.35,0.0,0.0,0.53,0.7,0.18,0.18,0.88,0.0,0.0,0.0,7.19,3.33,1.23,73.1
109,110,Roberto Arroyo,ESP,MF,Valladolid,La Liga,19,2003,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,100.0,0.0,20.0,5.0,25.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,5.0,25.0,20.0,5.0,45.0,5.0,5.0,100.0,5.0,0.0,40.0,90.0,80.0,5.0,0.0,0.0,0.0,15.0,45.0,40.0,88.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,113,Santiago Arzamendia,PAR,MFDF,Cádiz,La Liga,24,1998,3,2,183,2.0,0.0,1.0,0.5,50.0,0.0,0.0,20.3,0.0,0.0,0.0,21.0,32.0,65.6,357.5,137.0,10.0,11.5,87.0,10.0,12.5,80.0,1.0,5.0,20.0,0.0,1.5,1.0,1.0,0.0,3.5,32.0,27.5,4.5,1.0,0.0,4.5,1.0,1.5,0.0,0.0,0.0,0.0,16.5,6.0,9.5,20.0,3.0,3.0,3.5,0.0,21.0,0.0,1.0,0.5,3.0,2.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,3.5,57.1,1.5,18.0,6.5,36.1,8.0,8.5,1.5,2.5,0.0,0.0,2.5,2.0,6.0,1.0,0.5,44.0,2.5,14.5,19.5,12.0,2.5,39.5,0.0,0.5,0.0,0.0,0.0,21.5,71.5,35.0,0.5,1.5,0.5,2.5,0.5,24.0,20.0,83.3,1.5,0.0,0.0,0.0,0.5,1.0,0.0,1.5,3.0,0.0,0.0,0.0,10.0,3.0,1.0,75.0
115,116,Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,35.6,68.0,799.0,510.0,4.4,4.4,100.0,10.0,10.2,98.0,9.4,20.6,45.6,0.0,0.0,0.6,0.0,0.0,0.0,35.6,22.2,13.4,3.2,0.0,1.8,1.4,0.0,0.0,0.0,0.0,0.0,16.6,1.0,18.0,5.2,26.6,0.0,0.0,3.0,24.2,0.0,1.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,39.0,33.6,39.0,0.2,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,18.0,70.0,28.2,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0
116,117,Marco Asensio,ESP,FWDF,Real Madrid,La Liga,26,1996,4,0,38,0.4,0.0,5.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,45.0,55.0,81.8,782.5,117.5,20.0,20.0,100.0,22.5,22.5,100.0,2.5,12.5,20.0,0.0,5.0,2.5,5.0,0.0,5.0,55.0,42.5,12.5,7.5,0.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,42.5,7.5,5.0,47.5,2.5,0.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,2.5,25.0,7.5,30.0,10.0,5.0,10.0,2.5,0.0,0.0,2.5,0.0,2.5,2.5,0.0,70.0,0.0,7.5,27.5,40.0,7.5,57.5,0.0,0.0,0.0,0.0,0.0,42.5,427.5,287.5,17.5,5.0,2.5,2.5,0.0,57.5,40.0,69.6,2.5,0.0,0.0,0.0,0.0,2.5,0.0,7.5,2.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0
119,120,Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,7,6,556,6.2,0.81,1.94,0.97,50.0,0.33,0.67,18.8,0.16,0.16,0.16,23.1,29.4,78.6,401.6,99.0,11.9,14.8,80.4,7.26,9.19,78.9,3.23,3.71,87.0,0.16,1.77,2.74,1.45,0.0,2.74,29.4,27.4,1.94,0.65,0.32,5.97,0.81,1.61,0.32,0.0,0.0,0.0,20.0,5.0,4.35,21.5,5.16,1.45,0.16,0.48,23.1,0.0,0.16,1.29,0.48,2.58,1.61,0.32,0.0,0.16,0.48,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.48,0.16,0.0,0.48,0.0,0.0,0.65,0.0,0.65,12.4,3.71,29.9,0.97,5.48,5.97,0.48,0.0,0.0,0.48,0.81,1.29,0.48,0.0,40.3,0.65,3.06,21.1,18.7,5.16,38.7,0.32,0.97,33.3,0.48,0.16,28.9,161.8,87.6,4.84,1.45,1.13,1.77,2.74,43.7,31.6,72.3,7.58,0.32,0.0,0.0,0.65,2.42,0.32,1.61,0.16,0.0,0.0,0.0,4.52,0.65,1.94,25.0
122,123,Pierre-Emerick Aubameyang,GAB,DF,Barcelona,La Liga,33,1989,1,0,9,0.1,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,20.0,20.0,100.0,380.0,50.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,10.0,20.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
129,130,Ezequiel Ávila,ARG,FWMF,Osasuna,La Liga,28,1994,7,6,430,4.8,0.63,3.33,1.04,31.3,0.13,0.4,20.0,0.0,0.21,0.42,16.0,30.4,52.7,320.4,94.2,6.88,10.2,67.3,5.83,9.79,59.6,2.92,8.33,35.0,0.0,1.04,0.42,1.88,1.04,2.08,30.4,27.7,2.71,0.42,0.0,7.5,2.08,2.71,0.83,0.42,0.42,0.0,10.2,7.71,12.5,5.21,16.9,3.54,0.83,0.83,16.0,0.0,1.04,2.08,1.88,2.08,1.88,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,0.63,0.42,0.0,0.42,1.04,40.0,0.63,9.38,2.08,22.2,1.88,2.71,4.79,0.83,0.0,0.0,0.83,1.25,2.29,0.63,0.0,45.4,1.04,6.04,16.7,24.6,3.33,42.3,1.25,2.5,50.0,1.46,0.21,27.3,104.8,49.0,2.92,0.21,0.42,2.5,1.88,37.3,29.8,79.9,4.17,0.42,0.21,0.0,0.21,2.29,0.83,2.71,1.04,0.0,0.0,0.0,8.13,3.54,2.08,63.0
138,139,Iddrisu Baba,GHA,MF,Mallorca,La Liga,26,1996,5,1,171,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,32.6,82.3,543.7,154.2,10.5,12.1,87.0,11.6,12.1,95.7,4.21,7.89,53.3,0.0,0.0,2.63,0.53,0.53,2.11,32.6,32.1,0.53,0.53,0.0,5.79,1.05,0.53,0.0,0.0,0.0,0.0,23.7,3.16,5.79,3.68,26.8,0.0,0.0,0.0,26.8,0.0,2.11,0.53,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,2.11,2.11,1.58,0.0,1.58,2.11,75.0,0.53,24.2,6.84,28.3,12.6,11.1,0.53,1.05,0.0,0.0,1.05,3.16,6.84,1.58,0.0,42.6,3.16,16.8,25.3,3.68,0.0,42.1,0.0,0.0,0.0,0.0,0.0,26.8,124.2,35.3,0.53,1.05,0.0,0.53,1.05,22.1,21.1,95.2,0.53,0.0,0.0,0.0,1.05,2.11,0.0,0.53,2.11,0.0,0.0,0.0,11.6,2.63,2.63,50.0
139,140,Sr?an Babi?,SRB,DF,Almería,La Liga,26,1996,8,8,720,8.0,0.13,0.25,0.25,100.0,0.5,0.5,6.5,0.0,0.0,0.0,37.8,42.9,88.0,840.6,274.1,10.6,10.8,98.8,19.4,21.8,89.1,7.25,9.88,73.4,0.0,0.25,1.63,0.25,0.13,1.75,42.9,40.0,2.88,2.88,0.0,3.63,1.63,0.13,0.0,0.0,0.0,0.0,33.0,2.63,7.25,31.4,8.13,2.63,0.0,0.0,37.8,0.38,0.13,0.63,0.0,1.13,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.38,0.5,0.13,0.13,0.25,0.38,66.7,0.13,6.88,2.5,36.4,3.88,2.88,0.13,1.0,0.5,0.0,0.5,0.38,1.13,3.13,0.0,49.4,9.0,30.0,20.5,1.25,0.5,46.5,0.13,0.13,100.0,0.13,0.13,31.1,182.0,108.3,2.25,0.25,0.0,0.13,0.5,34.6,34.1,98.6,0.13,0.0,0.0,0.0,0.38,0.13,0.0,0.13,0.38,0.0,0.0,0.0,6.5,1.63,1.25,56.5
141,142,Édgar Badía,ESP,GK,Elche,La Liga,30,1992,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.3,71.7,831.4,577.9,2.0,2.0,100.0,7.29,7.43,98.1,11.7,19.9,59.0,0.0,0.14,1.14,0.0,0.0,0.0,29.3,17.7,11.6,4.43,0.0,1.57,0.57,0.0,0.0,0.0,0.0,0.0,10.3,1.29,17.7,2.71,20.1,0.14,0.0,3.71,21.0,0.0,1.43,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,32.9,30.7,32.9,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,11.7,62.0,35.7,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0
143,144,Alex Baena,ESP,MFFW,Villarreal,La Liga,21,2001,7,1,284,3.2,0.94,2.81,1.88,66.7,0.33,0.5,17.6,0.0,0.0,0.0,20.6,27.2,75.9,350.9,104.4,10.9,12.5,87.5,6.25,8.13,76.9,2.19,3.13,70.0,0.0,1.25,2.19,0.94,0.0,3.75,27.2,25.6,1.56,0.31,0.63,4.06,0.63,0.0,0.31,0.0,0.0,0.31,19.7,3.75,3.75,2.19,21.6,2.19,0.0,1.25,20.6,0.63,0.94,1.25,1.88,3.75,2.19,0.0,0.94,0.63,0.0,0.0,0.63,0.31,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,14.1,2.81,20.0,3.75,7.19,3.13,1.88,0.63,0.0,1.25,0.63,0.63,0.63,0.0,38.4,1.25,5.0,18.1,19.4,4.38,36.9,2.5,2.81,88.9,2.5,0.63,28.1,142.8,77.2,4.06,1.25,0.63,1.88,2.5,35.3,25.9,73.5,7.19,0.94,0.0,0.0,4.06,0.63,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,1.56,0.0
155,156,Alejandro Balde,ESP,DFFW,Barcelona,La Liga,18,2003,6,6,473,5.3,0.0,0.19,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,59.2,64.3,92.1,958.1,197.2,32.5,34.9,93.0,21.9,23.0,95.1,4.15,5.28,78.6,0.57,0.75,2.83,0.57,0.38,0.94,64.3,55.3,9.06,1.13,0.0,4.72,0.75,1.7,0.0,0.0,0.0,0.0,49.4,9.43,5.47,42.1,11.5,1.32,7.92,0.0,59.2,0.0,0.38,0.57,0.57,1.51,1.51,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.51,1.13,0.57,0.75,0.19,0.57,1.32,42.9,0.75,11.3,3.21,28.3,6.42,2.45,2.45,2.08,0.19,0.0,1.89,1.32,2.83,1.13,0.0,73.8,1.7,12.8,36.6,28.7,2.08,65.5,0.75,2.08,36.4,1.13,0.0,50.6,220.4,107.0,2.83,1.51,0.94,1.13,0.38,52.6,49.8,94.6,1.89,0.19,0.0,0.0,0.75,1.32,0.38,1.7,1.13,0.0,0.0,0.0,8.49,2.08,0.94,68.8
159,160,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,8,8,720,8.0,0.0,0.25,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,44.9,57.0,78.7,829.1,351.9,19.8,21.4,92.4,18.6,21.9,85.1,5.75,11.9,48.4,0.0,1.13,2.63,1.38,0.63,3.5,57.0,46.3,10.8,1.38,0.0,3.5,1.88,3.75,0.0,0.0,0.0,0.0,33.0,9.75,14.3,1.88,42.5,2.38,9.38,0.0,44.9,0.25,0.75,1.5,1.13,1.5,1.38,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.38,0.5,0.38,0.0,0.0,0.38,0.0,0.38,6.88,1.25,18.2,4.0,2.5,0.38,0.75,0.13,0.0,0.63,1.0,1.88,2.5,0.13,63.6,2.75,15.8,31.4,21.3,1.0,53.1,0.13,0.25,50.0,0.25,0.0,35.9,188.8,125.4,5.0,1.75,0.13,0.63,0.25,42.1,38.9,92.3,1.75,0.13,0.0,0.0,0.88,0.88,0.38,3.75,0.38,0.0,0.0,0.0,8.38,1.5,1.5,50.0
167,168,Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,5,2,201,2.2,0.0,2.73,0.45,16.7,0.0,0.0,16.2,0.0,0.0,0.0,18.2,29.5,61.5,333.2,119.1,8.18,12.3,66.7,7.73,10.5,73.9,2.27,5.45,41.7,0.0,0.91,1.36,0.91,0.45,2.27,29.5,29.1,0.45,0.0,0.0,5.91,1.82,0.91,0.0,0.0,0.0,0.0,17.7,7.73,4.09,2.73,23.6,0.91,0.45,0.45,18.2,0.0,2.27,1.36,1.82,1.36,0.91,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.36,0.0,1.82,0.0,0.45,0.91,50.0,0.45,11.4,3.64,32.0,1.82,5.91,3.64,1.36,0.0,0.0,1.36,1.82,3.64,0.91,0.0,44.1,0.45,8.18,23.2,15.9,2.73,43.6,0.91,1.82,50.0,1.36,0.0,26.8,163.2,107.7,4.09,1.82,0.0,1.82,1.82,38.6,29.1,75.3,1.82,0.91,0.0,0.0,1.82,2.27,1.36,0.91,1.36,0.0,0.0,0.0,6.82,1.82,1.36,57.1
174,175,Keidi Bare,ALB,MF,Espanyol,La Liga,25,1997,4,0,81,0.9,0.0,1.11,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,40.0,47.8,83.7,706.7,146.7,17.8,17.8,100.0,15.6,20.0,77.8,5.56,7.78,71.4,0.0,1.11,1.11,0.0,0.0,2.22,47.8,44.4,3.33,2.22,0.0,10.0,2.22,0.0,1.11,0.0,0.0,1.11,31.1,5.56,11.1,5.56,35.6,4.44,0.0,0.0,40.0,0.0,0.0,0.0,1.11,3.33,1.11,1.11,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,1.11,2.22,1.11,0.0,2.22,0.0,1.11,2.22,50.0,1.11,24.4,6.67,27.3,8.89,14.4,1.11,1.11,0.0,0.0,1.11,4.44,6.67,0.0,0.0,58.9,1.11,10.0,38.9,13.3,2.22,56.7,0.0,0.0,0.0,0.0,0.0,31.1,130.0,41.1,3.33,0.0,0.0,2.22,0.0,44.4,36.7,82.5,4.44,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.11,0.0,0.0,0.0,8.89,2.22,2.22,50.0
176,177,Kike Barja,ESP,MFFW,Osasuna,La Liga,25,1997,3,1,71,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,35.0,53.6,276.3,56.3,13.8,20.0,68.8,3.75,8.75,42.9,1.25,3.75,33.3,0.0,1.25,0.0,1.25,0.0,1.25,35.0,35.0,0.0,0.0,0.0,3.75,1.25,5.0,0.0,0.0,0.0,0.0,22.5,5.0,7.5,12.5,22.5,0.0,0.0,0.0,18.8,0.0,0.0,0.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,3.75,27.3,1.25,8.75,3.75,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,46.3,0.0,3.75,20.0,26.3,3.75,46.3,3.75,7.5,50.0,3.75,1.25,41.3,301.3,147.5,8.75,2.5,0.0,3.75,1.25,41.3,40.0,97.0,10.0,0.0,0.0,0.0,1.25,1.25,2.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
181,182,Ander Barrenetxea,ESP,FWMF,Real Sociedad,La Liga,20,2001,3,0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,238.0,40.0,16.0,16.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,6.0,4.0,6.0,14.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,2.0,0.0,2.0,10.0,20.0,8.0,52.0,20.0,38.5,16.0,20.0,16.0,4.0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,46.0,2.0,14.0,14.0,22.0,4.0,44.0,0.0,4.0,0.0,0.0,0.0,28.0,90.0,12.0,2.0,0.0,0.0,0.0,10.0,38.0,20.0,52.6,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,10.0,2.0,6.0,25.0
188,189,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,5,5,400,4.4,0.0,0.23,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,27.3,31.8,85.7,486.8,137.0,11.4,11.6,98.0,12.7,14.8,86.2,2.73,4.09,66.7,0.0,0.0,3.18,0.23,0.0,2.27,31.8,30.0,1.82,1.82,0.0,5.45,0.45,0.23,0.0,0.0,0.0,0.0,24.3,2.05,5.45,4.77,24.1,2.27,0.0,0.0,27.3,0.23,0.23,0.45,0.68,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1.36,1.59,1.14,0.0,1.36,2.27,60.0,0.91,16.1,3.18,19.7,6.82,8.86,0.45,1.36,0.68,0.0,0.68,0.91,3.64,2.05,0.0,40.9,2.5,14.3,24.5,3.64,0.68,39.1,0.0,0.23,0.0,0.23,0.0,24.3,102.7,44.3,2.05,0.0,0.0,0.68,1.36,23.9,23.4,98.1,0.0,0.68,0.0,0.0,1.82,1.59,0.0,0.23,1.36,0.0,0.45,0.0,8.18,1.14,0.45,71.4
196,197,Bebé,CPV,FWMF,Rayo Vallecano,La Liga,32,1990,3,0,54,0.6,0.0,6.67,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,28.3,48.3,58.6,623.3,188.3,11.7,13.3,87.5,8.33,16.7,50.0,8.33,15.0,55.6,0.0,3.33,3.33,0.0,0.0,3.33,48.3,35.0,13.3,8.33,0.0,5.0,3.33,5.0,5.0,3.33,0.0,0.0,25.0,5.0,18.3,1.67,45.0,0.0,0.0,1.67,28.3,1.67,1.67,0.0,6.67,5.0,0.0,3.33,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,1.67,0.0,0.0,1.67,0.0,1.67,8.33,3.33,40.0,1.67,5.0,1.67,0.0,0.0,0.0,0.0,1.67,3.33,0.0,0.0,70.0,0.0,0.0,40.0,48.3,1.67,58.3,1.67,5.0,33.3,1.67,0.0,53.3,480.0,311.7,18.3,10.0,1.67,5.0,3.33,48.3,43.3,89.7,6.67,0.0,0.0,0.0,1.67,3.33,0.0,5.0,1.67,0.0,0.0,0.0,11.7,0.0,1.67,0.0
216,217,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,2,1,122,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,58.6,85.4,855.7,322.9,23.6,24.3,97.1,20.7,23.6,87.9,4.29,6.43,66.7,0.0,0.71,5.0,2.14,0.0,6.43,58.6,50.0,8.57,1.43,0.0,7.14,0.0,2.14,0.0,0.0,0.0,0.0,37.9,9.29,11.4,5.0,44.3,1.43,7.14,0.0,50.0,0.0,0.0,1.43,2.86,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.71,0.71,1.43,50.0,0.71,9.29,2.14,23.1,2.14,2.86,4.29,1.43,0.0,0.0,1.43,1.43,2.14,0.71,0.0,64.3,0.71,10.0,30.0,28.6,2.14,55.7,0.71,1.43,50.0,0.71,0.0,38.6,181.4,107.9,4.29,2.14,0.71,0.0,0.71,43.6,40.7,93.4,2.86,0.0,0.0,0.0,2.14,0.0,0.0,2.14,0.0,0.0,0.0,0.0,8.57,0.71,0.0,100.0
219,220,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,7,7,588,6.5,0.0,0.77,0.0,0.0,0.0,0.0,27.2,0.0,0.0,0.0,56.9,62.0,91.8,1183.2,210.2,20.3,22.5,90.4,24.9,25.5,97.6,10.9,12.9,84.5,0.15,1.08,4.15,0.77,0.15,2.62,62.0,58.3,3.69,2.15,0.15,7.08,3.38,0.15,0.46,0.15,0.31,0.0,49.8,4.46,7.69,5.69,54.3,1.38,0.0,0.15,56.9,0.0,0.0,1.38,0.62,1.69,1.38,0.31,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.54,0.62,0.92,0.46,0.15,0.77,2.15,35.7,1.38,17.1,4.62,27.0,4.77,10.0,2.31,1.38,0.15,0.0,1.23,0.77,2.31,1.08,0.15,70.2,1.54,16.6,43.7,13.7,0.46,66.5,0.15,0.15,100.0,0.15,0.0,47.1,245.7,116.0,5.85,1.85,0.0,0.77,0.77,51.8,49.8,96.1,1.08,0.15,0.0,0.0,1.38,0.15,0.0,0.15,0.62,0.0,0.0,0.0,9.85,0.92,1.69,35.3
227,228,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,5,5,450,5.0,0.6,5.2,1.8,34.6,0.08,0.22,15.1,0.4,0.2,0.4,42.0,49.0,85.7,600.2,129.6,26.0,29.4,88.4,12.6,13.8,91.3,1.8,1.8,100.0,0.2,2.4,3.2,2.2,0.0,4.8,49.0,46.0,3.0,0.4,0.4,6.6,0.8,0.6,0.8,0.0,0.0,0.0,45.6,1.6,1.8,4.0,43.6,0.8,0.0,0.4,42.0,0.4,0.0,2.4,1.8,5.0,4.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.8,3.2,29.6,0.4,3.6,6.8,0.4,0.0,0.0,0.4,0.2,0.4,0.0,0.0,59.0,0.0,3.0,19.8,38.0,10.0,55.4,0.4,1.0,40.0,0.4,0.0,35.2,147.8,81.6,5.8,1.4,1.8,1.0,1.2,62.0,50.0,80.6,10.4,0.0,0.0,0.0,0.0,0.6,1.6,0.6,0.0,0.4,0.0,0.0,4.0,1.0,1.0,50.0
